"Date","Price","Open","High","Low","Vol.","Change %"
"01/04/2021","5,267.72","5,212.93","5,284.43","5,190.94","211.71K","1.08%"
"12/31/2020","5,211.29","5,122.48","5,215.62","5,122.48","171.60K","1.91%"
"12/30/2020","5,113.71","5,037.98","5,113.71","5,036.63","148.63K","1.40%"
"12/29/2020","5,042.94","5,071.45","5,077.42","5,034.31","141.20K","-0.42%"
"12/28/2020","5,064.41","5,042.94","5,089.34","5,037.86","136.91K","0.44%"
"12/25/2020","5,042.01","4,985.77","5,042.10","4,973.68","121.01K","0.84%"
"12/24/2020","5,000.02","5,006.00","5,033.04","4,979.24","114.42K","-0.14%"
"12/23/2020","5,007.12","4,977.30","5,028.45","4,968.15","140.29K","0.85%"
"12/22/2020","4,964.77","5,034.98","5,055.13","4,960.95","162.35K","-1.63%"
"12/21/2020","5,046.84","4,995.76","5,048.51","4,970.00","140.81K","0.94%"
"12/18/2020","4,999.97","5,014.32","5,027.44","4,979.00","128.05K","-0.35%"
"12/17/2020","5,017.48","4,960.73","5,021.62","4,950.37","133.39K","1.28%"
"12/16/2020","4,953.87","4,957.30","4,968.86","4,938.19","106.78K","0.18%"
"12/15/2020","4,945.10","4,931.60","4,954.19","4,904.79","118.34K","0.21%"
"12/14/2020","4,934.83","4,903.63","4,937.26","4,887.66","120.80K","0.92%"
"12/11/2020","4,889.63","4,957.82","4,957.82","4,849.35","159.36K","-1.03%"
"12/10/2020","4,940.52","4,931.29","4,962.74","4,919.77","125.91K","-0.04%"
"12/09/2020","4,942.70","5,022.38","5,033.64","4,942.52","138.92K","-1.34%"
"12/08/2020","5,009.88","5,029.11","5,043.06","4,998.92","123.07K","-0.25%"
"12/07/2020","5,022.23","5,065.73","5,067.87","5,014.61","139.90K","-0.86%"
"12/04/2020","5,065.92","5,049.52","5,072.39","5,017.85","144.35K","0.18%"
"12/03/2020","5,057.06","5,065.45","5,072.30","5,033.79","177.87K","-0.20%"
"12/02/2020","5,067.14","5,072.98","5,090.61","5,043.31","195.44K","0.00%"
"12/01/2020","5,067.10","4,963.13","5,072.55","4,963.13","204.07K","2.15%"
"11/30/2020","4,960.25","4,994.11","5,055.19","4,960.25","262.64K","-0.41%"
"11/27/2020","4,980.77","4,930.59","4,980.77","4,917.35","162.95K","1.24%"
"11/26/2020","4,919.59","4,908.32","4,925.29","4,867.82","137.20K","0.18%"
"11/25/2020","4,910.70","4,992.75","5,004.77","4,910.70","170.34K","-1.28%"
"11/24/2020","4,974.29","4,997.05","5,001.06","4,960.98","156.64K","-0.61%"
"11/23/2020","5,005.03","4,954.60","5,029.65","4,940.45","205.92K","1.25%"
"11/20/2020","4,943.29","4,928.22","4,947.43","4,922.59","129.40K","0.31%"
"11/19/2020","4,927.99","4,880.92","4,939.79","4,870.20","133.68K","0.74%"
"11/18/2020","4,891.67","4,889.67","4,911.09","4,870.72","164.22K","-0.06%"
"11/17/2020","4,894.79","4,903.12","4,909.29","4,865.39","151.49K","-0.19%"
"11/16/2020","4,904.17","4,880.96","4,904.17","4,848.62","148.77K","0.97%"
"11/13/2020","4,856.85","4,886.98","4,886.98","4,825.76","133.69K","-1.05%"
"11/12/2020","4,908.46","4,916.77","4,926.34","4,891.51","118.12K","0.07%"
"11/11/2020","4,904.90","4,937.76","4,957.58","4,901.71","164.47K","-0.99%"
"11/10/2020","4,953.88","4,995.41","4,995.41","4,928.93","176.27K","-0.55%"
"11/09/2020","4,981.35","4,918.86","4,997.80","4,918.86","197.13K","1.96%"
"11/06/2020","4,885.72","4,897.63","4,897.63","4,845.43","153.64K","0.01%"
"11/05/2020","4,885.11","4,861.34","4,885.11","4,838.00","139.25K","1.48%"
"11/04/2020","4,813.66","4,781.45","4,825.46","4,770.56","114.66K","0.76%"
"11/03/2020","4,777.56","4,743.17","4,793.40","4,734.17","136.06K","1.20%"
"11/02/2020","4,720.83","4,702.75","4,738.02","4,695.44","142.87K","0.54%"
"10/30/2020","4,695.33","4,776.47","4,778.51","4,683.47","139.80K","-1.63%"
"10/29/2020","4,772.92","4,683.61","4,803.03","4,679.25","117.12K","0.75%"
"10/28/2020","4,737.27","4,703.00","4,753.31","4,685.60","108.46K","0.81%"
"10/27/2020","4,699.28","4,680.14","4,708.46","4,671.85","92.66K","0.17%"
"10/26/2020","4,691.24","4,684.05","4,713.39","4,639.30","108.34K","-0.58%"
"10/23/2020","4,718.49","4,775.47","4,802.46","4,717.10","106.83K","-1.25%"
"10/22/2020","4,777.98","4,780.60","4,791.81","4,725.50","101.35K","-0.31%"
"10/21/2020","4,792.83","4,801.63","4,801.63","4,758.85","103.81K","-0.01%"
"10/20/2020","4,793.47","4,751.37","4,793.47","4,739.46","98.05K","0.80%"
"10/19/2020","4,755.49","4,823.49","4,849.60","4,747.34","129.25K","-0.76%"
"10/16/2020","4,791.68","4,798.92","4,825.55","4,765.97","116.72K","-0.15%"
"10/15/2020","4,798.74","4,810.78","4,833.89","4,796.26","109.97K","-0.17%"
"10/14/2020","4,807.10","4,830.46","4,830.46","4,795.91","111.91K","-0.66%"
"10/13/2020","4,839.20","4,812.90","4,845.92","4,795.37","116.52K","0.33%"
"10/12/2020","4,823.16","4,705.19","4,823.27","4,704.16","155.79K","3.03%"
"10/09/2020","4,681.14","4,663.61","4,695.40","4,655.08","111.34K","2.04%"
"09/30/2020","4,587.40","4,607.58","4,634.72","4,563.41","89.08K","-0.10%"
"09/29/2020","4,591.80","4,608.29","4,616.68","4,586.35","85.99K","0.22%"
"09/28/2020","4,581.91","4,582.65","4,613.63","4,571.15","85.05K","0.26%"
"09/25/2020","4,570.02","4,582.48","4,599.54","4,554.72","93.02K","0.15%"
"09/24/2020","4,563.07","4,623.95","4,631.95","4,562.21","112.59K","-1.92%"
"09/23/2020","4,652.33","4,639.66","4,665.96","4,623.55","95.83K","0.36%"
"09/22/2020","4,635.76","4,654.22","4,706.21","4,622.11","119.67K","-1.19%"
"09/21/2020","4,691.43","4,750.75","4,752.98","4,688.72","124.54K","-0.96%"
"09/18/2020","4,737.09","4,636.64","4,737.80","4,631.70","160.43K","2.25%"
"09/17/2020","4,632.71","4,642.05","4,664.95","4,601.64","105.98K","-0.53%"
"09/16/2020","4,657.36","4,683.01","4,690.68","4,638.46","108.75K","-0.66%"
"09/15/2020","4,688.48","4,649.45","4,691.50","4,630.54","101.92K","0.80%"
"09/14/2020","4,651.05","4,652.05","4,666.99","4,625.99","107.24K","0.51%"
"09/11/2020","4,627.28","4,572.26","4,630.88","4,563.11","115.30K","0.99%"
"09/10/2020","4,581.98","4,632.10","4,647.75","4,572.21","150.65K","-0.06%"
"09/09/2020","4,584.59","4,634.25","4,645.20","4,558.03","162.28K","-2.34%"
"09/08/2020","4,694.39","4,683.83","4,707.90","4,639.05","139.20K","0.54%"
"09/07/2020","4,669.37","4,759.52","4,789.30","4,655.56","148.61K","-2.11%"
"09/04/2020","4,770.22","4,737.24","4,778.20","4,726.56","120.03K","-0.97%"
"09/03/2020","4,817.10","4,841.50","4,877.01","4,800.06","145.67K","-0.55%"
"09/02/2020","4,843.89","4,859.08","4,863.55","4,797.52","157.99K","0.04%"
"09/01/2020","4,842.12","4,803.39","4,842.13","4,791.78","138.40K","0.54%"
"08/31/2020","4,816.22","4,870.93","4,901.21","4,816.21","202.57K","-0.58%"
"08/28/2020","4,844.27","4,727.29","4,850.49","4,719.35","159.40K","2.39%"
"08/27/2020","4,731.35","4,718.06","4,731.94","4,679.36","119.04K","0.54%"
"08/26/2020","4,706.13","4,761.72","4,786.42","4,689.88","151.31K","-1.17%"
"08/25/2020","4,761.95","4,769.21","4,802.41","4,746.31","141.70K","0.13%"
"08/24/2020","4,755.85","4,746.40","4,769.47","4,716.61","151.14K","0.78%"
"08/21/2020","4,718.84","4,717.79","4,739.48","4,684.81","142.66K","0.85%"
"08/20/2020","4,679.15","4,708.13","4,721.44","4,662.80","158.37K","-1.30%"
"08/19/2020","4,740.68","4,804.67","4,809.05","4,738.01","192.44K","-1.50%"
"08/18/2020","4,812.76","4,816.57","4,825.39","4,788.83","189.14K","-0.05%"
"08/17/2020","4,815.23","4,727.12","4,838.09","4,721.36","268.00K","2.35%"
"08/14/2020","4,704.63","4,627.61","4,708.07","4,617.63","147.29K","1.49%"
"08/13/2020","4,635.71","4,666.49","4,671.77","4,626.10","152.55K","-0.26%"
"08/12/2020","4,647.64","4,668.89","4,681.62","4,566.27","202.89K","-0.73%"
"08/11/2020","4,681.78","4,730.38","4,791.53","4,674.86","205.55K","-0.91%"
"08/10/2020","4,724.87","4,681.76","4,757.66","4,646.29","203.79K","0.36%"
"08/07/2020","4,707.93","4,742.29","4,749.02","4,637.84","213.52K","-1.15%"
"08/06/2020","4,762.76","4,779.24","4,791.86","4,691.16","227.85K","-0.30%"
"08/05/2020","4,777.11","4,761.76","4,786.70","4,711.27","196.70K","0.03%"
"08/04/2020","4,775.80","4,778.49","4,807.08","4,747.77","239.98K","0.09%"
"08/03/2020","4,771.31","4,735.90","4,771.37","4,720.02","214.78K","1.62%"
"07/31/2020","4,695.05","4,652.18","4,741.81","4,621.96","184.84K","0.84%"
"07/30/2020","4,656.15","4,689.76","4,704.63","4,649.77","166.97K","-0.49%"
"07/29/2020","4,679.01","4,559.16","4,680.56","4,548.85","186.70K","2.42%"
"07/28/2020","4,568.26","4,567.67","4,590.25","4,537.69","162.77K","0.88%"
"07/27/2020","4,528.45","4,535.01","4,558.12","4,482.44","171.42K","0.51%"
"07/24/2020","4,505.59","4,679.03","4,691.70","4,479.39","243.91K","-4.39%"
"07/23/2020","4,712.44","4,668.74","4,731.40","4,607.66","234.32K","-0.04%"
"07/22/2020","4,714.45","4,682.66","4,790.45","4,675.35","224.20K","0.50%"
"07/21/2020","4,691.04","4,697.50","4,714.29","4,661.44","200.42K","0.23%"
"07/20/2020","4,680.30","4,597.20","4,681.94","4,534.23","246.07K","2.98%"
"07/17/2020","4,544.70","4,524.77","4,601.37","4,485.82","207.38K","0.63%"
"07/16/2020","4,516.25","4,741.53","4,772.56","4,513.65","284.66K","-4.81%"
"07/15/2020","4,744.47","4,821.52","4,837.48","4,723.36","272.39K","-1.29%"
"07/14/2020","4,806.69","4,836.17","4,860.44","4,729.93","297.24K","-0.95%"
"07/13/2020","4,852.96","4,742.37","4,878.08","4,741.87","321.65K","2.10%"
"07/10/2020","4,753.13","4,796.09","4,821.37","4,734.47","316.95K","-1.81%"
"07/09/2020","4,840.77","4,770.08","4,854.12","4,757.29","351.05K","1.40%"
"07/08/2020","4,774.00","4,692.86","4,803.36","4,670.65","348.08K","1.62%"
"07/07/2020","4,698.13","4,739.61","4,796.32","4,688.06","406.01K","0.60%"
"07/06/2020","4,670.09","4,465.81","4,678.11","4,465.81","405.82K","5.67%"
"07/03/2020","4,419.60","4,353.19","4,419.60","4,348.45","290.49K","1.93%"
"07/02/2020","4,335.84","4,239.41","4,340.10","4,238.12","252.94K","2.07%"
"07/01/2020","4,247.78","4,172.64","4,247.78","4,163.50","169.99K","2.01%"
"06/30/2020","4,163.96","4,130.00","4,174.42","4,129.78","125.93K","1.32%"
"06/29/2020","4,109.72","4,127.93","4,137.37","4,092.54","130.87K","-0.71%"
"06/24/2020","4,138.99","4,128.10","4,144.68","4,123.36","121.71K","0.42%"
"06/23/2020","4,121.79","4,098.04","4,124.73","4,080.75","129.23K","0.48%"
"06/22/2020","4,102.05","4,097.51","4,126.94","4,088.78","155.83K","0.08%"
"06/19/2020","4,098.71","4,047.05","4,109.36","4,043.49","152.95K","1.34%"
"06/18/2020","4,044.38","4,009.78","4,047.56","4,000.90","138.15K","0.67%"
"06/17/2020","4,017.59","4,018.61","4,018.61","3,992.13","105.61K","0.08%"
"06/16/2020","4,014.57","3,995.58","4,014.57","3,987.86","111.05K","1.51%"
"06/15/2020","3,954.99","3,982.97","4,007.14","3,954.99","131.30K","-1.20%"
"06/12/2020","4,003.08","3,931.62","4,011.06","3,927.25","134.17K","0.18%"
"06/11/2020","3,995.88","4,031.74","4,043.01","3,979.75","127.31K","-1.08%"
"06/10/2020","4,039.71","4,046.23","4,046.23","4,024.42","112.27K","-0.18%"
"06/09/2020","4,047.03","4,027.56","4,052.16","4,016.34","115.30K","0.62%"
"06/08/2020","4,021.95","4,023.61","4,050.22","4,016.10","137.93K","0.52%"
"06/05/2020","4,001.25","3,988.22","4,001.25","3,967.93","102.44K","0.48%"
"06/04/2020","3,982.19","3,998.16","3,999.81","3,968.57","104.28K","-0.04%"
"06/03/2020","3,983.65","4,001.17","4,018.68","3,982.93","136.60K","0.00%"
"06/02/2020","3,983.57","3,969.95","3,991.78","3,958.98","144.30K","0.31%"
"06/01/2020","3,971.34","3,901.73","3,976.32","3,901.73","136.46K","2.70%"
"05/29/2020","3,867.02","3,838.38","3,872.30","3,830.42","93.81K","0.27%"
"05/28/2020","3,856.63","3,848.49","3,885.42","3,818.43","93.06K","0.29%"
"05/27/2020","3,845.61","3,873.70","3,873.70","3,838.42","83.71K","-0.70%"
"05/26/2020","3,872.77","3,850.00","3,874.75","3,844.48","77.45K","1.13%"
"05/25/2020","3,829.32","3,828.32","3,835.63","3,800.18","79.03K","0.14%"
"05/22/2020","3,824.06","3,907.58","3,907.58","3,818.15","103.38K","-2.29%"
"05/21/2020","3,913.79","3,950.60","3,951.74","3,907.58","94.86K","-0.54%"
"05/20/2020","3,935.22","3,955.71","3,955.71","3,923.92","100.79K","-0.53%"
"05/19/2020","3,956.25","3,963.78","3,966.85","3,944.07","94.02K","0.85%"
"05/18/2020","3,922.91","3,914.66","3,946.43","3,898.40","112.80K","0.26%"
"05/15/2020","3,912.82","3,941.13","3,945.20","3,907.40","92.62K","-0.32%"
"05/14/2020","3,925.22","3,952.20","3,952.20","3,924.05","88.53K","-1.08%"
"05/13/2020","3,968.25","3,946.64","3,972.53","3,932.57","88.19K","0.20%"
"05/12/2020","3,960.24","3,961.34","3,970.11","3,930.21","98.25K","0.00%"
"05/11/2020","3,960.18","3,974.76","3,998.10","3,944.50","122.67K","-0.09%"
"05/08/2020","3,963.62","3,943.00","3,979.66","3,935.98","116.94K","0.99%"
"05/07/2020","3,924.89","3,937.59","3,941.48","3,915.90","105.52K","-0.29%"
"05/06/2020","3,936.25","3,867.26","3,937.69","3,865.99","139.86K","0.61%"
"04/30/2020","3,912.58","3,880.41","3,921.70","3,880.41","132.92K","1.18%"
"04/29/2020","3,867.03","3,837.51","3,880.74","3,833.72","95.86K","0.46%"
"04/28/2020","3,849.15","3,835.35","3,859.68","3,768.20","122.09K","0.69%"
"04/27/2020","3,822.77","3,808.02","3,842.87","3,793.77","95.46K","0.68%"
"04/24/2020","3,796.97","3,826.31","3,827.21","3,787.07","94.84K","-0.86%"
"04/23/2020","3,829.75","3,851.91","3,857.47","3,826.56","95.51K","-0.25%"
"04/22/2020","3,839.38","3,789.13","3,839.38","3,782.21","85.90K","0.82%"
"04/21/2020","3,808.05","3,838.23","3,838.23","3,780.00","102.92K","-1.18%"
"04/20/2020","3,853.46","3,845.46","3,853.80","3,831.55","100.01K","0.36%"
"04/17/2020","3,839.49","3,831.92","3,863.45","3,821.42","132.00K","0.98%"
"04/16/2020","3,802.38","3,777.80","3,807.36","3,774.56","95.95K","0.13%"
"04/15/2020","3,797.36","3,820.85","3,829.80","3,793.44","108.46K","-0.74%"
"04/14/2020","3,825.70","3,777.83","3,825.76","3,764.98","110.64K","1.93%"
"04/13/2020","3,753.26","3,751.71","3,769.88","3,740.19","79.05K","-0.42%"
"04/10/2020","3,769.18","3,794.84","3,824.74","3,758.96","102.45K","-0.62%"
"04/09/2020","3,792.81","3,798.49","3,801.72","3,785.31","100.49K","0.33%"
"04/08/2020","3,780.34","3,776.42","3,793.00","3,767.29","111.39K","-0.47%"
"04/07/2020","3,798.02","3,779.91","3,803.63","3,772.21","142.78K","2.28%"
"04/03/2020","3,713.22","3,721.48","3,738.83","3,698.98","99.83K","-0.57%"
"04/02/2020","3,734.53","3,656.32","3,734.53","3,652.32","115.17K","1.62%"
"04/01/2020","3,675.08","3,682.30","3,731.78","3,670.97","119.35K","-0.30%"
"03/31/2020","3,686.16","3,708.14","3,716.07","3,676.20","111.45K","0.33%"
"03/30/2020","3,674.11","3,657.46","3,690.64","3,637.59","126.88K","-0.97%"
"03/27/2020","3,710.06","3,746.39","3,758.78","3,709.92","124.06K","0.32%"
"03/26/2020","3,698.05","3,692.61","3,736.25","3,681.27","112.31K","-0.66%"
"03/25/2020","3,722.52","3,711.48","3,732.65","3,685.99","153.50K","2.69%"
"03/24/2020","3,625.11","3,598.65","3,627.76","3,545.45","143.10K","2.69%"
"03/23/2020","3,530.31","3,542.68","3,585.80","3,523.79","137.11K","-3.36%"
"03/20/2020","3,653.22","3,629.51","3,663.95","3,588.78","139.60K","1.79%"
"03/19/2020","3,589.09","3,623.79","3,647.99","3,503.19","180.81K","-1.30%"
"03/18/2020","3,636.26","3,729.69","3,775.85","3,636.26","155.04K","-1.98%"
"03/17/2020","3,709.68","3,739.78","3,786.89","3,618.31","166.25K","-0.49%"
"03/16/2020","3,727.84","3,899.86","3,899.86","3,720.51","185.97K","-4.30%"
"03/13/2020","3,895.31","3,771.01","3,937.18","3,765.15","188.30K","-1.41%"
"03/12/2020","3,950.91","3,976.11","3,987.43","3,926.27","157.06K","-1.92%"
"03/11/2020","4,028.43","4,090.93","4,091.27","4,028.40","161.66K","-1.33%"
"03/10/2020","4,082.73","3,975.23","4,093.00","3,954.75","197.42K","2.14%"
"03/09/2020","3,997.13","4,063.08","4,063.08","3,995.13","208.10K","-3.42%"
"03/06/2020","4,138.51","4,158.20","4,181.31","4,135.39","172.48K","-1.62%"
"03/05/2020","4,206.73","4,150.21","4,215.85","4,127.04","231.82K","2.23%"
"03/04/2020","4,115.05","4,078.50","4,115.26","4,060.73","182.43K","0.58%"
"03/03/2020","4,091.36","4,125.14","4,147.65","4,067.91","219.37K","0.53%"
"03/02/2020","4,069.67","3,968.84","4,092.54","3,968.84","219.31K","3.29%"
"02/28/2020","3,940.05","3,988.73","4,031.15","3,928.07","230.28K","-3.55%"
"02/27/2020","4,084.88","4,084.08","4,110.53","4,067.44","181.29K","0.29%"
"02/26/2020","4,073.02","4,070.10","4,132.78","4,061.12","261.09K","-1.23%"
"02/25/2020","4,123.85","4,066.30","4,126.71","4,020.91","244.17K","-0.22%"
"02/24/2020","4,132.84","4,131.84","4,149.01","4,097.18","212.87K","-0.40%"
"02/21/2020","4,149.49","4,134.87","4,184.44","4,130.17","217.21K","0.12%"
"02/20/2020","4,144.66","4,062.90","4,148.53","4,055.81","212.23K","2.30%"
"02/19/2020","4,051.31","4,049.59","4,085.17","4,042.85","169.05K","-0.15%"
"02/18/2020","4,057.51","4,069.83","4,076.39","4,027.79","163.24K","-0.49%"
"02/17/2020","4,077.42","3,999.65","4,077.45","3,999.65","182.78K","2.25%"
"02/14/2020","3,987.73","3,954.23","4,001.56","3,954.02","143.24K","0.70%"
"02/13/2020","3,959.92","3,985.88","3,999.55","3,950.14","145.00K","-0.62%"
"02/12/2020","3,984.43","3,945.67","3,984.43","3,940.67","126.71K","0.81%"
"02/11/2020","3,952.46","3,926.42","3,970.52","3,915.71","143.44K","0.93%"
"02/10/2020","3,916.01","3,872.37","3,920.17","3,861.01","148.41K","0.41%"
"02/07/2020","3,899.87","3,879.55","3,899.88","3,849.71","151.73K","0.00%"
"02/06/2020","3,899.78","3,841.75","3,914.91","3,806.96","176.46K","1.86%"
"02/05/2020","3,828.53","3,801.10","3,866.01","3,781.61","174.93K","1.13%"
"02/04/2020","3,785.64","3,652.00","3,786.86","3,652.00","213.93K","2.64%"
"02/03/2020","3,688.36","3,639.91","3,732.16","3,639.91","157.56K","-7.88%"
"01/23/2020","4,003.90","4,093.32","4,103.52","3,972.39","160.36K","-3.10%"
"01/22/2020","4,131.93","4,093.80","4,141.18","4,046.49","126.76K","0.43%"
"01/21/2020","4,114.31","4,165.02","4,165.02","4,113.33","130.53K","-1.71%"
"01/20/2020","4,185.83","4,170.74","4,185.96","4,149.49","122.41K","0.75%"
"01/17/2020","4,154.85","4,162.19","4,177.03","4,141.64","98.73K","0.14%"
"01/16/2020","4,149.04","4,174.82","4,175.29","4,142.18","100.27K","-0.42%"
"01/15/2020","4,166.73","4,186.88","4,193.87","4,150.88","104.63K","-0.55%"
"01/14/2020","4,189.89","4,215.16","4,223.51","4,188.08","129.32K","-0.34%"
"01/13/2020","4,203.99","4,166.93","4,203.99","4,148.60","119.69K","0.98%"
"01/10/2020","4,163.18","4,177.58","4,180.98","4,148.48","113.03K","-0.03%"
"01/09/2020","4,164.37","4,145.53","4,165.66","4,143.59","136.89K","1.27%"
"01/08/2020","4,112.32","4,139.63","4,149.81","4,101.98","167.59K","-1.15%"
"01/07/2020","4,160.23","4,137.40","4,161.25","4,135.10","139.49K","0.75%"
"01/06/2020","4,129.30","4,120.52","4,170.64","4,102.38","175.31K","-0.38%"
"01/03/2020","4,144.96","4,161.22","4,164.30","4,131.86","142.83K","-0.18%"
"01/02/2020","4,152.24","4,121.35","4,172.66","4,121.35","182.12K","1.36%"
"12/31/2019","4,096.58","4,077.75","4,098.14","4,069.01","123.26K","0.37%"
